content,datetime
"Friendship Story:  You heard   zZzZZ's side so here's mine. As she have said we met from a different game (mmorpg type). It was the 1st game mmorpg game that I have tried and I was cluelesss. She is one of my guildmates and she helped me alot. Whenever I approach her, she is very much willing to help that's why I often talk to her about the game. I asked her about tips and all and she discusses it without hesitation. ❤️ Sad to say I got bored with the game and looked for a different gameplay. I found Infinity Kingdom and since I often talk to her, I asked her to join and play with me. I was flattered that she actually joined. 😊 I’m thankful for that and up to now, we got each others back. Like now, we are at war with other alliance. It is like us against the world hahalol but we know we can pass through this as long as we got each other’s back ❤️",2020-05-21 22:19:53
"let ppl to download their own pic profile.. 
and like, share the game ...",2020-05-12 14:17:08
"1. Get a good hero first in the hall, it will be more easier if you have a good hero then you can focus on upgrading it.
2. Use your talent on development especially when your just starting.
3. Do the quest because it will give you exp and other resources that you can use.
4. Do research. Its the best way to make you stronger and develop you in the game.",2020-04-30 00:38:40
"*reach vip6 for permanent unlock of another builder and other benefits
*Rush upgrading castle for gems and to unlock other function specially to upgrade academy
*Up academy to unlock higher tiered troops and others
*Plan your immortal thoroughly to avoid wasting stamina's
*Don't waste gems and make full use of market
*Always upgrade your main troops/immortals if you can
*Always use your idle troops to gather resources cause you will need plenty in mid-later part of the game
*Aim for emperor Charlemagne if you find him on market
*Finish seven day quest to aquire King Arthur (as early as you can)
*Join good alliance cause it's will help you upgrading your buildings and researching through your alliance mate's help and it gives plenty of gems when you conquer cities [also helps with rallying boss which is needed to unlock dragon egg (3 victorious rallies)]
*Hatch your dragon egg as fast as you can
*Hunt gnomes (the highest level you can) for equipment's if you have AP to spare
*Finish the quest connected to killing gnomes cause it will give weapon equipment cause it's rather hard to get
*Always research and produce troops if training ground is not yet full
*Save golden coins cause you'll need plenty to upgrade dragons
*Finally . Enjoy the game 😁😁",2020-04-29 20:44:23
commit to finish the 7-Day King Arthur event and obtain the Immortal King Arthur. He is very tanky and the rewards in his event is worth it.,2020-04-29 16:43:49
"How to catch up ? For newbies? I'll give you COVID tips! 🤣

C - COMMITMENT - this includes availability and efforts to the game because you can never catch up if you dont have TIME.

O - OPERATE - your kingdom by focusing on upgrading your castle so that you can unlock more infrastructure that you will be needing to upgrade your immortals and troops.

V - VISUALIZE - always think outside the box of how are you going to maximize your resources specially your GEMS, you can spend a thousand of it to reach VIP6 so that you can build faster, and then spend some of it by summoning an immortals in hall.

I - INNOVATE - Learn how to change plans and ideas specially in game, This applies when you are already part of an ALLIANCE , you need to strategize (City Siege) every decisions and suggestions for the benefits of every members. ( what time to attack , when to migrate , what city to siege )

D - DEDICATION - You will never be successful if you dont have this , this is ain't just a game this is a GAME SPORT! learn every single part of the game your playing , (This inlcludes meeting new friends, strategy, competitive scene, showing love and respect and most importantly enjoy it)
#tips",2020-04-30 01:36:59
"#tips
1 be active as in always active
2 look for active alliance ( top alliance in ranking is big help)
3 do the dailys and task even the missions
4 dont be shy to ask for help or info to your friends and alliance
5 focus on your main immortal use orange  immortal it has better stats
6 always join the rally for your dragons
7 enjoy the game..
Ign: Nowan",2020-04-29 19:09:03
"#tips

1 spam gathering on rss.
2 jion alliance that active.
3 fucos on items set on immortal it makes him strong.
4 makes sure you complete quest i will gave you more rss and speed ups.
5 always active on getting the city's.",2020-04-29 17:41:46
Follow our instagram@InfinityKingdomgame and get another gift code!🤩,2020-03-08 23:12:17
Really love this character.......so hard to get one 😭😭😭,2020-03-20 17:45:57
"Really love those dragon set, amazing!!!!",2020-03-19 16:58:58
So excited for the relase <3,2020-03-16 15:28:55
These baby dragons are sooooooooooooo cute!!! And I want Taranis!🥰🥰🥰,2020-03-16 12:35:45
"I have got every green set, but I have just little blue equipment...😣 I enjoy defeating gnomes!!!Thanks for the gifts! Waiting for it!🥰🥰🥰🥰🥰",2020-03-19 16:48:42
"hhhhhhhhhhh, the dwarf is so spanking!!!",2020-03-19 17:02:08
Server 1 - Moby,2020-03-18 23:07:51
S1- GoDjosh,2020-03-19 00:07:20
"I enjoyed hunting Gnomes in the world map andwe need other neutrals on the world map that drops resources or 10 green crystals so we can grind and boost our heroes and upgrade our buildings. Thanks 
ID - Jackymeowk",2020-03-19 23:18:07
"My fav is Gilgamesh, the king of the summer! 😁

ID xxxxxxxxxx",2020-03-22 12:03:51
my favorite and i think the best is merlin 🤩🤩🤩🤩🤩 my id no.xxxxxxxxxx,2020-03-24 01:33:43
"Gilgamesh please!!!!!! He is so god damn handsome and bling bling! What's more, he is really useful on back row with abundant damage caused! My name is rilakkuma and my ID xxxxxxxxxx!",2020-03-21 22:22:31
"So many to choose from, but my favorite is has to be The King of Summer Gilgamesh.",2020-03-23 20:27:13
Elizabeth Bathory is the best bowmen type. The 15sec stun is superb- ID- Jackymeowk,2020-03-22 07:14:40
i think Merlin is the best bowman😎🤩😌🤗,2020-03-24 01:24:03
"Elizabeth Bathory is my favorite 
ID - GoDjosh",2020-03-23 17:23:44
Selected player list: rilakkuma🥰🥰,2020-03-24 01:21:18
3-5 times of Rally every day to get my dragon! It sucks to attack Lava Serpent! I lost many troops because of this boss! I love fighting with them! My nickname is rilakkuma and my ID is xxxxxxxxxx.Waiting for your gifts!!!!!!! Pick me!!!!!!!!,2020-03-20 23:25:15
"Very few heroes focus only on damage and for this reason I love ""Minamoto no Yoshitsune"". Also his armor looks so cool! 🤩 Would it be possible to get this hero's picture, so I can use it for my profile pic 😋😋 
My id is: xxxxxxxxxx. Thank you 🥰",2020-03-24 07:24:37
The Japnese guy.....forgot his name......,2020-03-26 17:57:50
"Winner ID List：xxxxxxxxxx, xxxxxxxxxx, xxxxxxxxxx,xxxxxxxxxx, xxxxxxxxxx Congratulations! You have won the grand prize!!!! The rewards will be send in 24 hours! Have fun and thanks for your support!",2020-03-25 12:22:55
"The gnomes want to take the World Heart so badly because:

First, it is in the middle of norms which means they can easily go or access arround the continent.

Second, it is one of the largest city which means the most powerful creature can have it. 

Lastly, because of the land, the World Heart is surrounded by rich resources. 😊

ID xxxxxxxxxx",2020-03-24 02:14:04
"I think the world heart has gives power for those who will have it, that is the reason why the gnomes want it so badly.

ID- xxxxxxxxxx",2020-03-25 05:44:16
"They want to get the world heart because they want to get the power of it.

ID - xxxxxxxxxx",2020-03-24 20:57:53
how can I play in iOS?,2020-03-27 22:10:56
"Wow, an interesting question! 😃
I've spent hours trying to find as many clues as I can for this puzzle. Here is what I found so far regarding the Piosopher stone and its link to the World Heart:
 The Boss Gnome at the start of the storyline mentions the importance of Philosopher stone saying ""...Keep my Philosopher Stones well..."" meaning that these stones even in small quantities are extremely precious and valuable. 🤩
Right after the story, we see a powerful Royal Alcamyst restore an entire crumbled city using a single stone. Seeing the shock Grace ( the women that give tips to the player) mentions: ""Come on, Duncan. That's Philosopher Stone. Now you see it and should know why Gnomes army comes."" this makes it clear that the Philosopher stone is not only valuable but also of great magical power. 🧐
Finally, we meet Mr. Horace another Royal Alchemist who introduces us to the ""well of Time"" a mystical portal that allows the Imperial army to go back in time and reclaim lost battles/cities using the Philosopher stone. This is the biggest hint with regards to the ""World Heart"" which explains that this sole city controls the greatest balance for power in the region. Obtain this city alone would be enough to immediately take over any opposing force. 🤯

My id is xxxxxxxxxx. Thank you for reading my findings :)",2020-03-24 14:32:48
Can I get any alternative link other than playatore link to download?,2020-03-25 15:10:03
"It is easy to time manage construction, but the real challenge comes when you need to rally strong bosses. I ended up staying up till 3am  waiting for allies...😅😅",2020-03-25 00:07:16
Alternative link please,2020-03-30 01:46:10
"I love this game very much I play this day by day is there any chance that you can give us a return in all our efforts to build our castle for those who are very active and this game..thanks in advance and more power.
My ID xxxxxxxxxx",2020-03-30 16:34:21
The maintenance message date is march 8th. I think you need to correct that. Please message or link me once the game reopens. Cant wait ^^ :),2020-03-31 15:24:56
My ID xxxxxxxxxx,2020-03-31 17:17:54
"Easy too understand very friendly for the 1st timer,smooth gameplay, I rate the graphics 9/10
I play mobile royale but for me this is the best.
Almost perfect
Good job gtarcade
My ID#xxxxxxxxxx",2020-04-09 09:51:13
"Keep safe Infinity Kingdom team, I am really enjoying the game so far so keep it up.",2020-04-12 15:23:42
Waiting for beta 😁,2020-04-06 23:44:42
Why keep connection lost?,2020-04-08 23:39:31
I go to the site but when I clicked the download button I was directed to a different game like ragnarok and mobile legends,2020-04-09 20:05:03
Are we getting the earth dragon for free😁😁😁,2020-04-12 15:19:30
post your IGN and alliance here,2020-04-12 16:29:10
Same here🙏 where's the gift ? Lol🤣,2020-04-12 13:28:17
I cant download give me the link..,2020-04-13 22:00:05
No gift?,2020-04-12 13:23:33
Im stuck in the game loading screen... I reinstalled the app you gave but ever since the update.... I'm stuck in the game loading screen,2020-04-11 19:18:13
Waiting for the official release,2020-04-13 23:00:31
when is the next cbt? i want to experience please. and i want to add this game in to my vlog.,2020-04-10 12:57:22
Without delete game progres.,2020-04-11 17:39:26
When we can start play the game?,2020-04-11 17:39:06
please give more Gems to us pioneers :(,2020-04-10 13:50:02
